Date,Portfolio_Return,Portfolio_Excess,Cumulative_Return,Risk_Free_Rate,Beta_Mkt-RF,Beta_SMB,Beta_HML,Beta_RMW,Beta_CMA,Beta_MOM,Alpha
2016-01-31,-0.02872407674817601,-0.028824076748176008,0.971275923251824,0.0001,,,,,,,
2016-02-29,0.02230588960301206,0.02210588960301206,0.9929410967699429,0.0002,,,,,,,
2016-03-31,0.07335682483768238,0.07315682483768238,1.0657801028798317,0.0002,,,,,,,
2016-04-30,0.001273474033476791,0.0011734740334767909,1.0671373461662454,0.0001,,,,,,,
2016-05-31,0.011965357838360655,0.011865357838360655,1.0799060263758031,0.0001,,,,,,,
2016-06-30,-0.03602699478219294,-0.03622699478219294,1.0410002575983033,0.0002,,,,,,,
2016-07-31,0.06070939280304425,0.06050939280304425,1.104198751144909,0.0002,,,,,,,
2016-08-31,0.004912608041483157,0.004712608041483157,1.1096232468091791,0.0002,,,,,,,
2016-09-30,-0.007470347933471913,-0.007670347933471913,1.1013339750804458,0.0002,,,,,,,
2016-10-31,0.004014681986329324,0.0038146819863293237,1.1057554807511338,0.0002,,,,,,,
2016-11-30,0.02080609530993298,0.02070609530993298,1.1287619346731226,0.0001,,,,,,,
2016-12-31,0.03137677657147915,0.03107677657147915,1.1641788456997517,0.0003,,,,,,,
2017-01-31,0.02411321782268537,0.02371321782268537,1.192250943790672,0.0004,,,,,,,
2017-02-28,0.018264303438363945,0.017864303438363944,1.214026576802741,0.0004,,,,,,,
2017-03-31,0.017775455540876017,0.017475455540876015,1.23560645224414,0.0003,,,,,,,
2017-04-30,0.021495738487569173,0.020995738487569172,1.262166725415133,0.0005,,,,,,,
2017-05-31,0.04768915786933634,0.04708915786933634,1.3223583936408785,0.0006,,,,,,,
2017-06-30,0.002453853911945277,0.001853853911945277,1.3256032679581078,0.0006,,,,,,,
2017-07-31,0.03731655819496356,0.03661655819496356,1.3750702194503004,0.0007000000000000001,,,,,,,
2017-08-31,0.023078124789810608,0.022178124789810606,1.4068042615695266,0.0009,,,,,,,
2017-09-30,0.019690435729943355,0.018790435729943353,1.434504850466572,0.0009,,,,,,,
2017-10-31,0.035295116963547944,0.034395116963547946,1.4851358669485668,0.0009,,,,,,,
2017-11-30,-0.0007118158271511038,-0.0015118158271511038,1.484078723733003,0.0008,,,,,,,
2017-12-31,0.0020580064860984374,0.0011580064860984374,1.4871329673723264,0.0009,,,,,,,
2018-01-31,0.05651022031341741,0.05541022031341741,1.5711711789938827,0.0011,,,,,,,
2018-02-28,-0.04598756056861853,-0.04708756056861853,1.4989168492362337,0.0011,,,,,,,
2018-03-31,-0.009708750891415444,-0.010908750891415443,1.4843642389400538,0.0012,,,,,,,
2018-04-30,0.041198762314046664,0.039798762314046665,1.5455182084076158,0.0014000000000000002,,,,,,,
2018-05-31,0.03766096048037431,0.03626096048037431,1.603723908576154,0.0014000000000000002,,,,,,,
2018-06-30,-0.02024879285386893,-0.021648792853868927,1.5712504353565986,0.0014000000000000002,,,,,,,
2018-07-31,0.04408933123869063,0.042489331238690635,1.6405258162599727,0.0016,,,,,,,
2018-08-31,0.0004290122617728821,-0.001170987738227118,1.6412296219509033,0.0016,,,,,,,
2018-09-30,0.014085761084311041,0.012585761084311042,1.6643475902901979,0.0015,,,,,,,
2018-10-31,-0.07368725573269726,-0.07558725573269726,1.5417063837763856,0.0019,,,,,,,
2018-11-30,0.00724566884191196,0.005445668841911959,1.552877077684691,0.0018,,,,,,,
2018-12-31,-0.046951756702392905,-0.048851756702392904,1.4799667709445163,0.0019,0.7496293105693603,-0.1815253501932061,-0.007590024488028757,-0.06556330598162431,-0.27657751073579173,-0.14423113402958943,0.004820487298976154
2019-01-31,0.0971902938492656,0.0950902938492656,1.6238051762997627,0.0021,0.7714477253875165,-0.17444352755533996,-0.03218026051404105,-0.13458860624046892,-0.37477571281531863,-0.21351750616995946,0.004107560796542833
2019-02-28,0.01689866948335441,0.01509866948335441,1.6512453232794124,0.0018,0.7817998833995408,-0.22952891370007128,0.037298821349158406,-0.28761916874137294,-0.4416981663294497,-0.1822669914820264,0.0029592244988644
2019-03-31,0.02865834677279233,0.026758346772792332,1.6985672843609054,0.0019,0.7729827663665095,-0.2383109212345229,0.015628736628392093,-0.30169660394552705,-0.42086578082427195,-0.16609033697749093,0.0030729088610217743
2019-04-30,0.019309277480297805,0.017209277480297804,1.7313653913735862,0.0021,0.7672356590541036,-0.2499405188143777,-0.04572796572592863,-0.47246591514288216,-0.2850624916461315,-0.1806652239304412,0.003298435871036167
2019-05-31,-0.04098981918041251,-0.043089819180412506,1.6603970370459586,0.0021,0.7503846397304161,-0.2536351089267715,-0.04830921743859068,-0.5274133774667648,-0.287770709723691,-0.14563799618930662,0.00441169383226217
2019-06-30,0.039769510810315115,0.03796951081031511,1.7264302149601731,0.0018,0.746928708231925,-0.209020864413761,-0.06685829711972796,-0.4333780323705875,-0.18592700352295832,-0.08532605759461498,0.004746103469140901
2019-07-31,0.008001563769302665,0.006101563769302665,1.740244356418428,0.0019,0.7460856895533149,-0.26227130937994103,-0.036411167349947926,-0.5443705083638107,-0.1816656410195232,-0.06496829145301886,0.0036961442072375927
2019-08-31,-0.04922475205642295,-0.05082475205642295,1.6545812594561415,0.0016,0.7158121577613729,-0.2754798584740422,0.042355467875804964,-0.6772508669625054,-0.33061761856404126,-0.16142555873146291,0.003739995952013672
2019-09-30,0.05744388442802223,0.055643884428022226,1.7496268341011116,0.0018,0.7110446526114932,-0.2825146487228075,0.08913090122162609,-0.6521561804136431,-0.2302638797384029,-0.21136334851732552,0.00627461617115101
2019-10-31,0.017145937577907725,0.015645937577907724,1.7796258265832416,0.0015,0.7152471989718197,-0.2696788012676388,0.06868689687136859,-0.6463919520965198,-0.20959122975577693,-0.21227074806394797,0.005999281473412303
2019-11-30,0.02204159368250251,0.02084159368250251,1.818851615959677,0.0012,0.734015100099489,-0.17639931099196643,0.13118740904591686,-0.46054135240847915,-0.1125365871747106,-0.13163488168019555,0.005929277490152195
2019-12-31,0.052067964547809584,0.050667964547809585,1.9135555174171914,0.0014000000000000002,0.7502514464831402,-0.1751853491172985,0.09017252550984037,-0.4886494569324773,-0.031201228245977486,-0.14321487158844715,0.006031662632547006
2020-01-31,-0.022418807747715472,-0.02371880774771547,1.8706558841576353,0.0013,0.74639267850767,-0.09983039696750268,0.13861903888593294,-0.3704022788534175,-0.018262716007547253,-0.13240981557853782,0.005944197967641383
2020-02-29,-0.07713661538787336,-0.07833661538787337,1.7263598206983055,0.0012,0.8166490632782774,-0.12648466158153965,0.15053538840599087,-0.3166065972952957,0.0646655701937714,-0.09379067502141003,0.005294543945570096
2020-03-31,-0.15061317373847216,-0.15181317373847217,1.466347289088354,0.0012,0.8357241931094721,-0.12302793201450413,0.3289928328588041,-0.3248770464004169,-0.06403708325133217,-0.03969837663255604,0.00518868337139399
2020-04-30,0.11261813353279024,0.11261813353279024,1.6314845838963512,0.0,0.8590986261926404,-0.14579253301815331,0.3213690324693495,-0.38150914954411064,-0.024081397253711945,-0.04686956501837791,0.004672994185492091
2020-05-31,0.06482740679888696,0.06472740679888696,1.7372494987027127,0.0001,0.856631654660209,-0.031231090798309324,0.28040221552674793,-0.3341696234006374,0.00404421474603045,-0.03357272658596466,0.004382445690515989
2020-06-30,0.046392012927129585,0.04629201292712958,1.8178439999041784,0.0001,0.8611607851123062,0.03000496914929307,0.26918451515087427,-0.40301537155542055,0.06856944930143993,-0.026065966842886867,0.006068358297293351
2020-07-31,0.028140728225532013,0.028040728225532014,1.868999453861896,0.0001,0.8199712981917673,0.06510837122822988,0.24432288749176118,-0.3557276622878004,0.01184775099590607,-0.07563147684931537,0.005473102209401366
2020-08-31,0.06488283351907537,0.06478283351907536,1.9902654342740602,0.0001,0.8312895245126322,0.10929855838433772,0.1881712722588525,-0.21340310656351735,0.107946956964734,-0.07358871095674657,0.004520078186616177
2020-09-30,-0.007318772160300253,-0.007418772160300254,1.9756991350220872,0.0001,0.8184581748755484,0.19884763495079183,0.22864570020890895,-0.308164198821246,0.13133635678434996,-0.03918340699893985,0.007282737659610805
2020-10-31,-0.018167235504195793,-0.018267235504195792,1.939806143550705,0.0001,0.8536188673937586,0.18934771907457226,0.10295040139135886,-0.31568332268301535,0.32079011746897623,-0.07549638550748661,0.004435282702243531
2020-11-30,0.13023829952329205,0.13013829952329206,2.192443197091584,0.0001,0.8300763452868951,0.19927894808802415,0.12102140414368645,-0.12144307082310601,0.2773712532171406,-0.04732953403163842,0.004837502934714041
2020-12-31,0.025860449375511074,0.025760449375511075,2.249140763398654,0.0001,0.8241517407503973,0.14033255353892793,0.14413443841115403,-0.061444535051272564,0.254684724324596,-0.05847624246545102,0.004801883916620777
2021-01-31,-0.014709541542642706,-0.014709541542642706,2.2160569339041905,0.0,0.7850147623872922,0.07832413354263056,0.09956097297827438,0.06610251669823453,0.08506244843127515,-0.15890873271911987,0.0031180288393289437
2021-02-28,0.03019425589024073,0.03019425589024073,2.282969124033836,0.0,0.7833789442505795,0.09702233886399451,0.07150422309225657,0.10171571550256242,0.11160310502567693,-0.14209549147656664,0.002759476967536945
2021-03-31,0.04338809178448791,0.04338809178448791,2.382022797928568,0.0,0.7883776089745241,0.08542247909526232,0.07208800916843838,0.05366534885305996,0.09378303367892174,-0.14239298811419743,0.002535174307637723
2021-04-30,0.0435202668292302,0.0435202668292302,2.4856890656877293,0.0,0.7731897077311447,0.1249823476263629,0.043099232572928026,0.19579285365777288,0.05466126418174924,-0.14260930527115478,0.0013460940924123355
2021-05-31,0.018318443503386222,0.018318443503386222,2.531223020404515,0.0,0.7764134502889072,0.06649729958372586,0.05836521381182158,0.18940993115823823,0.07378953534261097,-0.1658980044412377,0.0009202448100226242
2021-06-30,0.008672038725293034,0.008672038725293034,2.553173884459816,0.0,0.7522232789714278,0.12274377863172087,0.003717890925995171,0.27763924824136876,0.10840832425665922,-0.18902884071380588,0.001457885385487863
2021-07-31,-0.006889666388412163,-0.006889666388412163,2.5355833681642816,0.0,0.7630912922489187,0.13011742268557352,0.03689401756979227,0.15109397602348396,0.09635907698187939,-0.16390194614553422,0.0008990886005793191
2021-08-31,0.027912216427231257,0.027912216427231257,2.6063571199057707,0.0,0.7732411517496481,0.1395565773765483,0.060144730296707416,0.14254203313274072,0.03845854404821576,-0.1264303202936914,0.0018263435356058984
2021-09-30,0.0019032616204190697,0.0019032616204190697,2.6113176993811935,0.0,0.7644816258706713,0.1301647826235897,0.12631101014041712,0.07147807237149506,0.0006184650622543713,-0.10171511276449796,0.003150417070630753
2021-10-31,0.010327871940245844,0.010327871940245844,2.6382870541756995,0.0,0.7121435350722778,0.09915985529656629,0.09976692826511657,0.05407563034975604,0.10900269864200535,-0.18442769632036637,0.003634576424985676
2021-11-30,-0.00978084011374285,-0.00978084011374285,2.6124823903246495,0.0,0.7201631275383029,0.05913364708263047,0.11301446228862044,0.002743879410666894,0.1142770898902255,-0.19616087554298178,0.004104644844081839
2021-12-31,0.03594701774095273,0.035847017740952725,2.7063933411575762,0.0001,0.754366879607852,0.07941960624667177,0.11247039189092967,0.004131715435927885,0.10939975996845813,-0.17082579528954733,0.002671699113164326
2022-01-31,-0.03619313457536391,-0.03619313457536391,2.6084404827471914,0.0,0.7483225620627398,0.15181667364160473,0.09428261661170301,0.07512426570979347,0.0788664684205283,-0.1271412417040041,0.0015337015916978545
2022-02-28,0.0021929909512414915,0.0021929909512414915,2.614160769122708,0.0,0.7452520888230407,0.1776754943126448,0.093589827207336,0.076405336945852,0.08301071943515675,-0.11564222264242408,0.002197059442533754
2022-03-31,0.03846757864209493,0.03846757864209493,2.714721204092015,0.0,0.7624495274862746,0.18188038332998197,0.08985721297528626,0.04901000868367472,0.14299374714873142,-0.10831244057958411,0.001589734551886616
2022-04-30,-0.04113136730209863,-0.04113136730209863,2.6030610091237105,0.0,0.7455022305716437,0.19761304181610628,0.11127633474002552,0.0874864453365295,0.12553618289255944,-0.0920385363996632,0.002559926518542
2022-05-31,0.008332012797265077,0.008032012797265077,2.624749746763791,0.0003,0.753830466932236,0.18044612797714993,0.10979522060923064,0.07920006348487091,0.11993002508570363,-0.11510464602010417,0.0019671928394335587
2022-06-30,-0.050696365579514444,-0.05129636557951445,2.491684474047116,0.0006,0.7336230576181291,0.2100935223971494,0.09931121968656575,0.11344443102466499,0.07676553666850072,-0.12248618728742078,0.003286472891790709
2022-07-31,0.08077792249142043,0.07997792249142044,2.69295756936477,0.0008,0.7351974509363677,0.20839796980749803,0.10232922642578213,0.11254281921058143,0.06122009196347619,-0.12427284389103521,0.0034862342556226823
2022-08-31,-0.026522994478325835,-0.028422994478325834,2.6215322706221422,0.0019,0.7362608251496328,0.20731952470179416,0.10263965731631813,0.11825549699785581,0.05437228164374078,-0.10603975222266948,0.0038897955071301358
2022-09-30,-0.058935856132141924,-0.06083585613214192,2.4670300218749883,0.0019,0.7315277164043202,0.23716664927908315,0.10761654447599173,0.12557391862364173,0.01552089079749236,-0.0600831230113974,0.003589561709023496
2022-10-31,0.08733629709761567,0.08503629709761568,2.6824912888142,0.0023,0.7387758370056281,0.24811762765248702,0.10940458552762888,0.13532487937929533,0.02546667246761103,-0.04555152301760157,0.003617520909724287
2022-11-30,0.09083744434990648,0.08793744434990648,2.926161941980969,0.0029,0.747207166338411,0.22018405027923915,0.07711939079949026,0.1891451381141428,0.08714587602582102,-0.07946871889657414,0.004461184367547977
2022-12-31,-0.05280110257704263,-0.05610110257704263,2.7716573651253933,0.0033,0.7506526117090092,0.21605902160364804,0.08347970280485839,0.19518338621507147,0.06442181258147811,-0.07429886471830183,0.003594268482013707
2023-01-31,0.09341418632582676,0.08991418632582676,3.030569482662567,0.0034999999999999996,0.7468259803497117,0.1867375130138908,0.06651202131547279,0.15562455331618374,0.07238731098676537,-0.13608670026280079,0.0048359753557952355
2023-02-28,0.03194277861018815,0.028542778610188148,3.12737429271005,0.0034000000000000002,0.7097318655308495,0.2095857140506515,0.07284343143340927,0.1774806368167141,0.008201197738147953,-0.13543478713834234,0.007033822586754759
2023-03-31,0.010254673609150711,0.0066546736091507115,3.15944449533544,0.0036,0.6753427531807517,0.17072805877536823,-0.011514007485637967,0.14759220216876612,0.09866481981229959,-0.1562350082120152,0.008467435430264281
2023-04-30,0.036779157449324654,0.03327915744932465,3.275646201881784,0.0034999999999999996,0.6795227861397624,0.16173939801270953,-0.027533878279462798,0.15298173205009713,0.12736112768272007,-0.15988520549567997,0.00898673088410758
2023-05-31,0.06377638288490704,0.060176382884907044,3.4845550682484876,0.0036,0.6619203935095688,0.10366576917481281,-0.009118637233934329,0.09270433447278398,0.02385054358816313,-0.16439064289015126,0.011498862338760373
2023-06-30,0.029954130407539546,0.025954130407539546,3.5889318851750556,0.004,0.6465089398488445,0.06403904449056302,-0.00021046335450673748,0.05728619004640906,0.03338265073919598,-0.17159464118352474,0.010525237070367455
2023-07-31,0.053068238429357435,0.04856823842935744,3.779390178164249,0.0045000000000000005,0.6564846426427735,0.05567087058569494,0.008791311025335702,0.04403493318141333,0.026989700590915155,-0.16407124215928715,0.010962973038999978
2023-08-31,-0.0241569712055694,-0.0286569712055694,3.6880915584557235,0.0045000000000000005,0.6547265928216595,0.06372946209395022,-0.001655829101118833,0.028229959763134027,0.05820800737242848,-0.17904683096618867,0.010373658804219907
2023-09-30,-0.020916009613416726,-0.025216009613416725,3.6109513999639025,0.0043,0.6586491498071786,0.063493604648761,-0.00031019358063102964,0.036793382138230996,0.06697576031034175,-0.18581525689809752,0.009800441608212168
2023-10-31,-0.03338306403090635,-0.03808306403090635,3.4904067781664168,0.004699999999999999,0.6480256465290307,0.12953035119168696,0.005653986372359615,0.054448233711716004,0.05576835083159021,-0.18835823198992308,0.009707741293595692
2023-11-30,0.08653581186507514,0.08213581186507514,3.792451962454409,0.0044,0.6731672880561843,0.08056679109002075,0.04412039707195037,0.004616103176314043,0.009550367202107071,-0.15121527178532956,0.010269885743471395
2023-12-31,0.07022654225838125,0.06592654225838125,4.058782750458594,0.0043,0.680976852960926,0.13684376691617234,0.01482579353846037,0.005013897084566616,0.04108917283546593,-0.15696234076529092,0.011252732830842972
2024-01-31,0.07950436195964386,0.07480436195964386,4.381473683366613,0.004699999999999999,0.7146306484916218,0.0921645349647473,-0.00027109462569915865,-0.08237295102066666,0.06564314749788583,-0.07298180232481033,0.014850029778764706
2024-02-29,0.0887548142725301,0.0845548142725301,4.770350566373795,0.0042,0.7388634081526247,0.10100595790862449,0.028205599006713933,-0.10977849741998723,0.010896627559276673,-0.04050582774157968,0.01636393016563596
2024-03-31,0.0574552102924123,0.053155210292412304,5.04443206133333,0.0043,0.7431682151181329,0.08827626912342357,0.04091201714656523,-0.12531468433619652,-0.0021151786633255565,-0.03442928166485376,0.016624631679960932
